Site,Label,concepticonReference,Concepticon_Gloss
830,139_lips-6,478,LIP
831,139_lips-9,478,LIP
832,139_lips-8,478,LIP
833,140_teeth-1,1380,TOOTH
834,140_teeth-0,1380,TOOTH
835,140_teeth-2,1380,TOOTH
836,141_tongue-1,1205,TONGUE
837,141_tongue-0,1205,TONGUE
838,141_tongue-3,1205,TONGUE
839,141_tongue-2,1205,TONGUE
840,142_neck-1,1333,NECK
841,142_neck-0,1333,NECK
842,142_neck-3,1333,NECK
843,142_neck-2,1333,NECK
844,142_neck-5,1333,NECK
845,142_neck-4,1333,NECK
846,142_neck-7,1333,NECK
847,142_neck-6,1333,NECK
848,142_neck-8,1333,NECK
849,143_shoulder-11,1482,SHOULDER
850,143_shoulder-10,1482,SHOULDER
851,143_shoulder-1,1482,SHOULDER
852,143_shoulder-0,1482,SHOULDER
853,143_shoulder-3,1482,SHOULDER
854,143_shoulder-2,1482,SHOULDER
855,143_shoulder-5,1482,SHOULDER
856,143_shoulder-7,1482,SHOULDER
857,143_shoulder-9,1482,SHOULDER
858,143_shoulder-8,1482,SHOULDER
859,144_arm-0,1673,ARM
860,146_fingernail-1,1258,FINGERNAIL
861,146_fingernail-0,1258,FINGERNAIL
862,146_fingernail-3,1258,FINGERNAIL
863,146_fingernail-2,1258,FINGERNAIL
864,146_fingernail-4,1258,FINGERNAIL
865,147_breast-1,1402,BREAST
866,147_breast-0,1402,BREAST
867,147_breast-3,1402,BREAST
868,147_breast-2,1402,BREAST
869,147_breast-5,1402,BREAST
870,147_breast-4,1402,BREAST
871,148_navel-1,1838,NAVEL
872,148_navel-0,1838,NAVEL
873,148_navel-3,1838,NAVEL
874,148_navel-2,1838,NAVEL
875,148_navel-4,1838,NAVEL
876,148_navel-7,1838,NAVEL
877,148_navel-6,1838,NAVEL
878,148_navel-9,1838,NAVEL
879,148_navel-8,1838,NAVEL
880,149_penis-1,1222,PENIS
881,149_penis-0,1222,PENIS
882,149_penis-3,1222,PENIS
883,149_penis-2,1222,PENIS
884,149_penis-5,1222,PENIS
885,149_penis-4,1222,PENIS
886,149_penis-6,1222,PENIS
887,150_vagina-1,1836,VAGINA
888,150_vagina-0,1836,VAGINA
889,150_vagina-3,1836,VAGINA
890,150_vagina-2,1836,VAGINA
891,151_testicles-1,797,TESTICLES
892,151_testicles-0,797,TESTICLES
893,151_testicles-3,797,TESTICLES
894,151_testicles-2,797,TESTICLES
895,151_testicles-4,797,TESTICLES
896,152_leg-1,1297,LEG
897,152_leg-0,1297,LEG
898,152_leg-2,1297,LEG
899,152_leg-5,1297,LEG
900,152_leg-4,1297,LEG
901,152_leg-7,1297,LEG
902,152_leg-6,1297,LEG
903,152_leg-9,1297,LEG
904,152_leg-8,1297,LEG
905,154_knee-1,1371,KNEE
906,154_knee-0,1371,KNEE
907,154_knee-3,1371,KNEE
908,154_knee-2,1371,KNEE
909,154_knee-5,1371,KNEE
910,154_knee-4,1371,KNEE
911,154_knee-6,1371,KNEE
912,155_back-10,1291,BACK
913,155_back-1,1291,BACK
914,155_back-0,1291,BACK
915,155_back-3,1291,BACK
916,155_back-2,1291,BACK
917,155_back-5,1291,BACK
918,155_back-4,1291,BACK
919,155_back-7,1291,BACK
920,155_back-6,1291,BACK
921,155_back-9,1291,BACK
922,155_back-8,1291,BACK
923,157_sore_wound-1,1109,WOUND
924,157_sore_wound-0,1109,WOUND
925,157_sore_wound-3,1109,WOUND
926,157_sore_wound-2,1109,WOUND
927,157_sore_wound-5,1109,WOUND
928,157_sore_wound-4,1109,WOUND
929,157_sore_wound-7,1109,WOUND
930,157_sore_wound-6,1109,WOUND
931,158_ringworm-1,3171,RINGWORM
932,158_ringworm-0,3171,RINGWORM
933,158_ringworm-3,3171,RINGWORM
934,158_ringworm-2,3171,RINGWORM
935,158_ringworm-5,3171,RINGWORM
936,158_ringworm-4,3171,RINGWORM
937,158_ringworm-6,3171,RINGWORM
938,159_scabies-1,3172,SCABIES
939,159_scabies-0,3172,SCABIES
940,159_scabies-3,3172,SCABIES
941,159_scabies-2,3172,SCABIES
942,159_scabies-4,3172,SCABIES
943,159_scabies-6,3172,SCABIES
944,160_tinea-1,3173,TINEA
945,160_tinea-0,3173,TINEA
946,160_tinea-3,3173,TINEA
947,160_tinea-2,3173,TINEA
948,160_tinea-5,3173,TINEA
949,160_tinea-7,3173,TINEA
950,160_tinea-6,3173,TINEA
951,160_tinea-9,3173,TINEA
952,160_tinea-8,3173,TINEA
953,161_feverish-10,1847,SICK
954,161_feverish-1,1847,SICK
955,161_feverish-0,1847,SICK
956,161_feverish-3,1847,SICK
957,161_feverish-5,1847,SICK
958,161_feverish-4,1847,SICK
959,161_feverish-7,1847,SICK
960,161_feverish-6,1847,SICK
961,161_feverish-9,1847,SICK
962,162_conjunctivitis-1,3026,CONJUNCTIVITIS
963,162_conjunctivitis-0,3026,CONJUNCTIVITIS
964,162_conjunctivitis-3,3026,CONJUNCTIVITIS
965,162_conjunctivitis-2,3026,CONJUNCTIVITIS
966,162_conjunctivitis-5,3026,CONJUNCTIVITIS
967,162_conjunctivitis-4,3026,CONJUNCTIVITIS
968,163_cold_influenza-1,102,COMMON COLD (DISEASE)
969,163_cold_influenza-0,102,COMMON COLD (DISEASE)
970,163_cold_influenza-3,102,COMMON COLD (DISEASE)
971,163_cold_influenza-2,102,COMMON COLD (DISEASE)
972,163_cold_influenza-5,102,COMMON COLD (DISEASE)
973,163_cold_influenza-4,102,COMMON COLD (DISEASE)
974,163_cold_influenza-7,102,COMMON COLD (DISEASE)
975,163_cold_influenza-6,102,COMMON COLD (DISEASE)
976,163_cold_influenza-8,102,COMMON COLD (DISEASE)
977,164_person-1,683,PERSON
978,164_person-0,683,PERSON
979,164_person-3,683,PERSON
980,164_person-2,683,PERSON
981,164_person-5,683,PERSON
982,164_person-4,683,PERSON
983,164_person-6,683,PERSON
984,165_name-1,1405,NAME
985,165_name-0,1405,NAME
986,165_name-2,1405,NAME
987,166_child-1,2099,CHILD
988,166_child-0,2099,CHILD
989,166_child-3,2099,CHILD
990,166_child-2,2099,CHILD
991,166_child-4,2099,CHILD
992,167_man-1,1554,MAN
993,167_man-0,1554,MAN
994,167_man-3,1554,MAN
995,167_man-2,1554,MAN
996,167_man-5,1554,MAN
997,167_man-4,1554,MAN
998,167_man-7,1554,MAN
999,167_man-6,1554,MAN
1000,167_man-9,1554,MAN
1001,167_man-8,1554,MAN
1002,168_woman-1,962,WOMAN
1003,168_woman-0,962,WOMAN
1004,168_woman-3,962,WOMAN
1005,168_woman-2,962,WOMAN
1006,168_woman-5,962,WOMAN
1007,168_woman-4,962,WOMAN
1008,168_woman-7,962,WOMAN
1009,168_woman-6,962,WOMAN
1010,168_woman-9,962,WOMAN
1011,168_woman-8,962,WOMAN
1012,171_mother-1,1216,MOTHER
1013,171_mother-0,1216,MOTHER
1014,171_mother-3,1216,MOTHER
1015,171_mother-5,1216,MOTHER
1016,171_mother-4,1216,MOTHER
1017,171_mother-7,1216,MOTHER
1018,171_mother-6,1216,MOTHER
1019,172_father-1,1217,FATHER
1020,172_father-0,1217,FATHER
1021,172_father-3,1217,FATHER
1022,172_father-2,1217,FATHER
1023,172_father-6,1217,FATHER
1024,173_older_sibling-1,405,OLDER SIBLING
1025,173_older_sibling-0,405,OLDER SIBLING
1026,173_older_sibling-3,405,OLDER SIBLING
1027,173_older_sibling-2,405,OLDER SIBLING
1028,173_older_sibling-5,405,OLDER SIBLING
1029,173_older_sibling-4,405,OLDER SIBLING
1030,173_older_sibling-7,405,OLDER SIBLING
1031,173_older_sibling-6,405,OLDER SIBLING
1032,173_older_sibling-8,405,OLDER SIBLING
1033,174_younger_sibling-10,427,YOUNGER SIBLING
1034,174_younger_sibling-1,427,YOUNGER SIBLING
1035,174_younger_sibling-0,427,YOUNGER SIBLING
1036,174_younger_sibling-3,427,YOUNGER SIBLING
1037,174_younger_sibling-2,427,YOUNGER SIBLING
1038,174_younger_sibling-5,427,YOUNGER SIBLING
1039,174_younger_sibling-4,427,YOUNGER SIBLING
1040,174_younger_sibling-7,427,YOUNGER SIBLING
1041,174_younger_sibling-6,427,YOUNGER SIBLING
1042,174_younger_sibling-9,427,YOUNGER SIBLING
1043,174_younger_sibling-8,427,YOUNGER SIBLING
1044,175_grandmother-1,1496,GRANDMOTHER
1045,175_grandmother-0,1496,GRANDMOTHER
1046,175_grandmother-3,1496,GRANDMOTHER
1047,175_grandmother-2,1496,GRANDMOTHER
1048,175_grandmother-5,1496,GRANDMOTHER
1049,175_grandmother-4,1496,GRANDMOTHER
1050,175_grandmother-7,1496,GRANDMOTHER
1051,175_grandmother-6,1496,GRANDMOTHER
1052,175_grandmother-8,1496,GRANDMOTHER
1053,177_grandchild-1,1617,GRANDCHILD
1054,177_grandchild-0,1617,GRANDCHILD
1055,177_grandchild-3,1617,GRANDCHILD
1056,177_grandchild-2,1617,GRANDCHILD
1057,177_grandchild-5,1617,GRANDCHILD
1058,177_grandchild-4,1617,GRANDCHILD
1059,177_grandchild-7,1617,GRANDCHILD
1060,177_grandchild-6,1617,GRANDCHILD
1061,177_grandchild-8,1617,GRANDCHILD
1062,178_bride_price-1,3024,BRIDE PRICE
1063,178_bride_price-0,3024,BRIDE PRICE
1064,178_bride_price-3,3024,BRIDE PRICE
1065,178_bride_price-2,3024,BRIDE PRICE
1066,178_bride_price-5,3024,BRIDE PRICE
1067,178_bride_price-4,3024,BRIDE PRICE
1068,178_bride_price-6,3024,BRIDE PRICE
1069,179_slave-1,812,SLAVE
1070,179_slave-0,812,SLAVE
1071,179_slave-3,812,SLAVE
1072,179_slave-2,812,SLAVE
1073,179_slave-5,812,SLAVE
1074,179_slave-4,812,SLAVE
1075,179_slave-7,812,SLAVE
1076,179_slave-8,812,SLAVE
1077,180_animal-1,619,ANIMAL
1078,180_animal-0,619,ANIMAL
1079,180_animal-3,619,ANIMAL
1080,180_animal-2,619,ANIMAL
1081,180_animal-5,619,ANIMAL
1082,180_animal-4,619,ANIMAL
1083,181_dog-1,2009,DOG
1084,181_dog-0,2009,DOG
1085,181_dog-3,2009,DOG
1086,181_dog-2,2009,DOG
1087,181_dog-4,2009,DOG
1088,182_pig-0,1337,PIG
1089,183_chicken-1,1318,CHICKEN
1090,183_chicken-0,1318,CHICKEN
1091,183_chicken-2,1318,CHICKEN
1092,183_chicken-5,1318,CHICKEN
1093,183_chicken-4,1318,CHICKEN
1094,183_chicken-7,1318,CHICKEN
1095,183_chicken-6,1318,CHICKEN
1096,183_chicken-8,1318,CHICKEN
1097,184_rat-1,1490,RAT
1098,184_rat-0,1490,RAT
1099,184_rat-2,1490,RAT
1100,186_civet_cat-1,3018,NATIVE CAT
1101,186_civet_cat-0,3018,NATIVE CAT
1102,186_civet_cat-2,3018,NATIVE CAT
1103,186_civet_cat-5,3018,NATIVE CAT
1104,186_civet_cat-4,3018,NATIVE CAT
1105,188_frog-10,503,FROG
1106,188_frog-1,503,FROG
1107,188_frog-0,503,FROG
1108,188_frog-3,503,FROG
1109,188_frog-2,503,FROG
1110,188_frog-5,503,FROG
1111,188_frog-4,503,FROG
1112,188_frog-7,503,FROG
1113,188_frog-6,503,FROG
1114,188_frog-9,503,FROG
1115,188_frog-8,503,FROG
1116,189_bat-1,1793,BAT
1117,189_bat-0,1793,BAT
1118,189_bat-3,1793,BAT
1119,189_bat-2,1793,BAT
1120,189_bat-4,1793,BAT
1121,190_tail-1,1220,TAIL
1122,190_tail-0,1220,TAIL
1123,190_tail-2,1220,TAIL
1124,191_fish-0,227,FISH
1125,192_shark-0,1110,SHARK
1126,192_shark-3,1110,SHARK
1127,192_shark-2,1110,SHARK
1128,192_shark-5,1110,SHARK
1129,192_shark-4,1110,SHARK
1130,192_shark-6,1110,SHARK
1131,193_whale-1,957,WHALE
1132,193_whale-0,957,WHALE
1133,193_whale-3,957,WHALE
1134,193_whale-2,957,WHALE
1135,193_whale-5,957,WHALE
1136,193_whale-4,957,WHALE
1137,193_whale-7,957,WHALE
1138,193_whale-6,957,WHALE
1139,193_whale-8,957,WHALE
1140,195_crocodile-1,1857,CROCODILE
1141,195_crocodile-0,1857,CROCODILE
1142,195_crocodile-3,1857,CROCODILE
1143,195_crocodile-2,1857,CROCODILE
1144,195_crocodile-4,1857,CROCODILE
1145,196_monitor_lizard-1,3017,MONITOR LIZARD
1146,196_monitor_lizard-0,3017,MONITOR LIZARD
1147,196_monitor_lizard-3,3017,MONITOR LIZARD
1148,197_starfish-1,3032,STARFISH
1149,197_starfish-0,3032,STARFISH
1150,197_starfish-2,3032,STARFISH
1151,198_turtle-1,895,TORTOISE
1152,198_turtle-0,895,TORTOISE
1153,198_turtle-3,895,TORTOISE
1154,198_turtle-2,895,TORTOISE
1155,198_turtle-5,895,TORTOISE
1156,198_turtle-4,895,TORTOISE
1157,198_turtle-6,895,TORTOISE
1158,200_bird-1,937,BIRD
1159,200_bird-3,937,BIRD
1160,200_bird-2,937,BIRD
1161,200_bird-5,937,BIRD
1162,200_bird-4,937,BIRD
1163,200_bird-6,937,BIRD
1164,201_wing-0,1257,WING
1165,201_wing-3,1257,WING
1166,201_wing-2,1257,WING
1167,201_wing-5,1257,WING
1168,201_wing-4,1257,WING
1169,201_wing-7,1257,WING
1170,201_wing-6,1257,WING
1171,201_wing-9,1257,WING
1172,203_horn-1,1393,HORN (ANATOMY)
1173,203_horn-0,1393,HORN (ANATOMY)
1174,203_horn-3,1393,HORN (ANATOMY)
1175,203_horn-2,1393,HORN (ANATOMY)
1176,203_horn-5,1393,HORN (ANATOMY)
1177,203_horn-4,1393,HORN (ANATOMY)
1178,204_snake-1,730,SNAKE
1179,204_snake-0,730,SNAKE
1180,204_snake-3,730,SNAKE
1181,204_snake-2,730,SNAKE
1182,204_snake-4,730,SNAKE
1183,205_scorpion-1,1538,SCORPION
1184,205_scorpion-0,1538,SCORPION
1185,205_scorpion-2,1538,SCORPION
1186,206_egg-1,744,EGG
1187,206_egg-0,744,EGG
1188,206_egg-3,744,EGG
1189,206_egg-2,744,EGG
1190,206_egg-5,744,EGG
1191,206_egg-4,744,EGG
1192,206_egg-7,744,EGG
1193,206_egg-6,744,EGG
1194,206_egg-8,744,EGG
1195,207_earthworm-1,2350,EARTHWORM
1196,207_earthworm-0,2350,EARTHWORM
1197,207_earthworm-3,2350,EARTHWORM
1198,207_earthworm-2,2350,EARTHWORM
1199,207_earthworm-5,2350,EARTHWORM
1200,207_earthworm-4,2350,EARTHWORM
1201,207_earthworm-7,2350,EARTHWORM
1202,207_earthworm-6,2350,EARTHWORM
1203,207_earthworm-9,2350,EARTHWORM
1204,207_earthworm-8,2350,EARTHWORM
1205,208_butterfly-10,1791,BUTTERFLY
1206,208_butterfly-1,1791,BUTTERFLY
1207,208_butterfly-0,1791,BUTTERFLY
1208,208_butterfly-3,1791,BUTTERFLY
1209,208_butterfly-2,1791,BUTTERFLY
1210,208_butterfly-5,1791,BUTTERFLY
1211,208_butterfly-4,1791,BUTTERFLY
1212,208_butterfly-7,1791,BUTTERFLY
1213,208_butterfly-6,1791,BUTTERFLY
1214,208_butterfly-9,1791,BUTTERFLY
1215,208_butterfly-8,1791,BUTTERFLY
1216,209_fly_n.-0,1504,FLY (INSECT)
1217,209_fly_n.-3,1504,FLY (INSECT)
1218,209_fly_n.-2,1504,FLY (INSECT)
1219,209_fly_n.-5,1504,FLY (INSECT)
1220,209_fly_n.-4,1504,FLY (INSECT)
1221,209_fly_n.-7,1504,FLY (INSECT)
1222,209_fly_n.-6,1504,FLY (INSECT)
1223,209_fly_n.-8,1504,FLY (INSECT)
1224,210_mosquito-1,1509,MOSQUITO
1225,210_mosquito-0,1509,MOSQUITO
1226,210_mosquito-3,1509,MOSQUITO
1227,210_mosquito-5,1509,MOSQUITO
1228,210_mosquito-4,1509,MOSQUITO
1229,210_mosquito-7,1509,MOSQUITO
1230,210_mosquito-6,1509,MOSQUITO
1231,210_mosquito-8,1509,MOSQUITO
1232,211_ant-11,587,ANT
1233,211_ant-10,587,ANT
1234,211_ant-1,587,ANT
1235,211_ant-0,587,ANT
1236,211_ant-3,587,ANT
1237,211_ant-2,587,ANT
1238,211_ant-5,587,ANT
1239,211_ant-4,587,ANT
1240,211_ant-6,587,ANT
1241,211_ant-9,587,ANT
1242,211_ant-8,587,ANT
1243,212_grasshopper-1,607,GRASSHOPPER
1244,212_grasshopper-0,607,GRASSHOPPER
1245,212_grasshopper-3,607,GRASSHOPPER
1246,212_grasshopper-2,607,GRASSHOPPER
1247,212_grasshopper-4,607,GRASSHOPPER
1248,212_grasshopper-7,607,GRASSHOPPER
1249,212_grasshopper-6,607,GRASSHOPPER
1250,212_grasshopper-8,607,GRASSHOPPER
1251,213_spider-10,843,SPIDER
1252,213_spider-1,843,SPIDER
1253,213_spider-0,843,SPIDER
1254,213_spider-3,843,SPIDER
1255,213_spider-2,843,SPIDER
1256,213_spider-5,843,SPIDER
1257,213_spider-7,843,SPIDER
1258,213_spider-6,843,SPIDER
1259,213_spider-9,843,SPIDER
1260,213_spider-8,843,SPIDER
1261,214_headlice-1,310,HEAD LOUSE
1262,214_headlice-0,310,HEAD LOUSE
1263,214_headlice-2,310,HEAD LOUSE
1264,214_headlice-5,310,HEAD LOUSE
1265,214_headlice-4,310,HEAD LOUSE
1266,214_headlice-6,310,HEAD LOUSE
1267,215_louse_eggs-10,267,NIT
1268,215_louse_eggs-1,267,NIT
1269,215_louse_eggs-0,267,NIT
1270,215_louse_eggs-2,267,NIT
1271,215_louse_eggs-5,267,NIT
1272,215_louse_eggs-7,267,NIT
1273,215_louse_eggs-6,267,NIT
1274,215_louse_eggs-9,267,NIT
1275,215_louse_eggs-8,267,NIT
1276,217_flea-1,232,FLEA
1277,217_flea-0,232,FLEA
1278,217_flea-3,232,FLEA
1279,217_flea-2,232,FLEA
1280,217_flea-4,232,FLEA
1281,217_flea-7,232,FLEA
1282,217_flea-6,232,FLEA
1283,217_flea-8,232,FLEA
1284,218_louse_clothing-1,1392,LOUSE
1285,218_louse_clothing-0,1392,LOUSE
1286,218_louse_clothing-3,1392,LOUSE
1287,218_louse_clothing-2,1392,LOUSE
1288,218_louse_clothing-5,1392,LOUSE
1289,218_louse_clothing-4,1392,LOUSE
1290,218_louse_clothing-7,1392,LOUSE
1291,218_louse_clothing-6,1392,LOUSE
1292,218_louse_clothing-8,1392,LOUSE
1293,219_bedbug-1,1949,BEDBUG
1294,219_bedbug-0,1949,BEDBUG
1295,219_bedbug-3,1949,BEDBUG
1296,219_bedbug-2,1949,BEDBUG
1297,219_bedbug-4,1949,BEDBUG
1298,220_bite_-1,1403,BITE
1299,220_bite_-0,1403,BITE
1300,220_bite_-3,1403,BITE
1301,220_bite_-2,1403,BITE
1302,221_bark_-1,1204,BARK
1303,221_bark_-0,1204,BARK
1304,221_bark_-3,1204,BARK
1305,221_bark_-2,1204,BARK
1306,221_bark_-4,1204,BARK
1307,221_bark_-6,1204,BARK
1308,222_hunt-10,1435,HUNT
1309,222_hunt-1,1435,HUNT
1310,222_hunt-0,1435,HUNT
1311,222_hunt-5,1435,HUNT
1312,222_hunt-4,1435,HUNT
1313,222_hunt-7,1435,HUNT
1314,222_hunt-6,1435,HUNT
1315,222_hunt-9,1435,HUNT
1316,222_hunt-8,1435,HUNT
1317,224_shoot_with_slingshot-1,3180,SHOOT (WITH SLINGSHOT)
1318,224_shoot_with_slingshot-0,3180,SHOOT (WITH SLINGSHOT)
1319,224_shoot_with_slingshot-2,3180,SHOOT (WITH SLINGSHOT)
1320,224_shoot_with_slingshot-5,3180,SHOOT (WITH SLINGSHOT)
1321,224_shoot_with_slingshot-4,3180,SHOOT (WITH SLINGSHOT)
1322,224_shoot_with_slingshot-7,3180,SHOOT (WITH SLINGSHOT)
1323,224_shoot_with_slingshot-6,3180,SHOOT (WITH SLINGSHOT)
1324,224_shoot_with_slingshot-8,3180,SHOOT (WITH SLINGSHOT)
1325,225_hit-10,1433,HIT
1326,225_hit-1,1433,HIT
1327,225_hit-0,1433,HIT
1328,225_hit-3,1433,HIT
1329,225_hit-2,1433,HIT
1330,225_hit-5,1433,HIT
1331,225_hit-4,1433,HIT
1332,225_hit-7,1433,HIT
1333,225_hit-6,1433,HIT
1334,225_hit-9,1433,HIT
1335,225_hit-8,1433,HIT
1336,226_pound-1,354,POUND
1337,226_pound-0,354,POUND
1338,226_pound-3,354,POUND
1339,226_pound-2,354,POUND
1340,226_pound-4,354,POUND
1341,227_hit_drum-1,111,DRUMMING
1342,227_hit_drum-0,111,DRUMMING
1343,227_hit_drum-3,111,DRUMMING
1344,227_hit_drum-2,111,DRUMMING
1345,227_hit_drum-4,111,DRUMMING
1346,228_kill-1,1417,KILL
1347,228_kill-0,1417,KILL
1348,228_kill-3,1417,KILL
1349,228_kill-2,1417,KILL
1350,228_kill-5,1417,KILL
1351,228_kill-4,1417,KILL
1352,229_live-1,1422,BE ALIVE
1353,229_live-0,1422,BE ALIVE
1354,229_live-3,1422,BE ALIVE
1355,229_live-2,1422,BE ALIVE
1356,229_live-5,1422,BE ALIVE
1357,229_live-4,1422,BE ALIVE
1358,229_live-7,1422,BE ALIVE
1359,229_live-6,1422,BE ALIVE
1360,230_breathe-1,1407,BREATHE
1361,230_breathe-0,1407,BREATHE
1362,230_breathe-3,1407,BREATHE
1363,230_breathe-2,1407,BREATHE
1364,230_breathe-5,1407,BREATHE
1365,230_breathe-4,1407,BREATHE
1366,230_breathe-6,1407,BREATHE
1367,231_die-1,1494,DIE
1368,231_die-0,1494,DIE
1369,231_die-3,1494,DIE
1370,231_die-2,1494,DIE
1371,231_die-5,1494,DIE
1372,231_die-4,1494,DIE
1373,232_speak-10,1623,SPEAK
1374,232_speak-1,1623,SPEAK
1375,232_speak-0,1623,SPEAK
1376,232_speak-3,1623,SPEAK
1377,232_speak-2,1623,SPEAK
1378,232_speak-5,1623,SPEAK
1379,232_speak-4,1623,SPEAK
1380,232_speak-7,1623,SPEAK
1381,232_speak-6,1623,SPEAK
1382,232_speak-9,1623,SPEAK
1383,232_speak-8,1623,SPEAK
1384,234_word-1,1599,WORD
1385,234_word-0,1599,WORD
1386,234_word-3,1599,WORD
1387,234_word-2,1599,WORD
1388,234_word-5,1599,WORD
1389,234_word-4,1599,WORD
1390,234_word-7,1599,WORD
1391,234_word-6,1599,WORD
1392,234_word-8,1599,WORD
1393,235_call_out-1,,
1394,235_call_out-0,,
1395,235_call_out-3,,
1396,235_call_out-2,,
1397,235_call_out-5,,
1398,235_call_out-4,,
1399,235_call_out-7,,
1400,235_call_out-6,,
1401,235_call_out-9,,
1402,235_call_out-8,,
1403,236_laugh-1,1355,LAUGH
1404,236_laugh-0,1355,LAUGH
1405,236_laugh-2,1355,LAUGH
1406,237_cry-10,1839,CRY
1407,237_cry-1,1839,CRY
1408,237_cry-0,1839,CRY
1409,237_cry-3,1839,CRY
1410,237_cry-2,1839,CRY
1411,237_cry-5,1839,CRY
1412,237_cry-4,1839,CRY
1413,237_cry-7,1839,CRY
1414,237_cry-6,1839,CRY
1415,237_cry-9,1839,CRY
1416,237_cry-8,1839,CRY
1417,238_dance-1,1879,DANCE
1418,238_dance-0,1879,DANCE
1419,238_dance-3,1879,DANCE
1420,238_dance-2,1879,DANCE
1421,238_dance-5,1879,DANCE
1422,238_dance-4,1879,DANCE
1423,238_dance-7,1879,DANCE
1424,238_dance-6,1879,DANCE
1425,238_dance-8,1879,DANCE
1426,239_sing-1,1261,SING
1427,239_sing-0,1261,SING
1428,239_sing-3,1261,SING
1429,239_sing-2,1261,SING
1430,239_sing-5,1261,SING
1431,239_sing-4,1261,SING
1432,240_lie_tell_untruth-1,601,LIE (MISLEAD)
1433,240_lie_tell_untruth-0,601,LIE (MISLEAD)
1434,240_lie_tell_untruth-2,601,LIE (MISLEAD)
1435,240_lie_tell_untruth-5,601,LIE (MISLEAD)
1436,240_lie_tell_untruth-7,601,LIE (MISLEAD)
1437,240_lie_tell_untruth-6,601,LIE (MISLEAD)
1438,241_ask_question-1,1309,ASK (INQUIRE)
1439,241_ask_question-0,1309,ASK (INQUIRE)
1440,241_ask_question-3,1309,ASK (INQUIRE)
1441,241_ask_question-2,1309,ASK (INQUIRE)
1442,241_ask_question-5,1309,ASK (INQUIRE)
1443,241_ask_question-4,1309,ASK (INQUIRE)
1444,241_ask_question-7,1309,ASK (INQUIRE)
1445,241_ask_question-6,1309,ASK (INQUIRE)
1446,242_count-1,1420,COUNT
1447,242_count-0,1420,COUNT
1448,242_count-2,1420,COUNT
1449,242_count-4,1420,COUNT
1450,243_one-1,1493,ONE
1451,243_one-0,1493,ONE
1452,244_two-1,1498,TWO
1453,244_two-0,1498,TWO
1454,244_two-3,1498,TWO
1455,244_two-2,1498,TWO
1456,244_two-4,1498,TWO
1457,245_three-1,492,THREE
1458,245_three-0,492,THREE
1459,245_three-2,492,THREE
1460,245_three-5,492,THREE
1461,245_three-7,492,THREE
1462,245_three-6,492,THREE
1463,245_three-9,492,THREE
1464,245_three-8,492,THREE
1465,246_four-1,1500,FOUR
1466,246_four-0,1500,FOUR
1467,246_four-3,1500,FOUR
1468,246_four-2,1500,FOUR
1469,246_four-5,1500,FOUR
1470,246_four-4,1500,FOUR
1471,247_five-1,493,FIVE
1472,247_five-0,493,FIVE
1473,248_six-1,1703,SIX
1474,248_six-0,1703,SIX
1475,248_six-3,1703,SIX
1476,248_six-2,1703,SIX
1477,248_six-4,1703,SIX
1478,252_ten-0,1515,TEN
1479,252_ten-3,1515,TEN
1480,252_ten-2,1515,TEN
1481,252_ten-4,1515,TEN
1482,253_eleven-1,1706,ELEVEN
1483,253_eleven-0,1706,ELEVEN
1484,253_eleven-3,1706,ELEVEN
1485,253_eleven-2,1706,ELEVEN
1486,253_eleven-5,1706,ELEVEN
1487,263_one_hundred_thousand-1,3532,ONE HUNDRED THOUSAND
1488,263_one_hundred_thousand-0,3532,ONE HUNDRED THOUSAND
1489,263_one_hundred_thousand-3,3532,ONE HUNDRED THOUSAND
1490,263_one_hundred_thousand-2,3532,ONE HUNDRED THOUSAND
1491,263_one_hundred_thousand-5,3532,ONE HUNDRED THOUSAND
1492,263_one_hundred_thousand-4,3532,ONE HUNDRED THOUSAND
1493,263_one_hundred_thousand-6,3532,ONE HUNDRED THOUSAND
1494,264_big-10,1202,BIG
1495,264_big-1,1202,BIG
1496,264_big-0,1202,BIG
1497,264_big-3,1202,BIG
1498,264_big-2,1202,BIG
1499,264_big-5,1202,BIG
1500,264_big-4,1202,BIG
1501,264_big-7,1202,BIG
1502,264_big-6,1202,BIG
1503,264_big-9,1202,BIG
1504,264_big-8,1202,BIG
1505,265_small-10,1246,SMALL
1506,265_small-1,1246,SMALL
1507,265_small-0,1246,SMALL
1508,265_small-3,1246,SMALL
1509,265_small-2,1246,SMALL
1510,265_small-7,1246,SMALL
1511,265_small-6,1246,SMALL
1512,265_small-9,1246,SMALL
1513,265_small-8,1246,SMALL
1514,266_old_worn-1,1229,OLD
1515,266_old_worn-0,1229,OLD
1516,266_old_worn-3,1229,OLD
1517,266_old_worn-2,1229,OLD
1518,266_old_worn-5,1229,OLD
1519,266_old_worn-4,1229,OLD
1520,266_old_worn-7,1229,OLD
1521,266_old_worn-6,1229,OLD
1522,266_old_worn-9,1229,OLD
1523,266_old_worn-8,1229,OLD
1524,267_new_house-1,1231,NEW
1525,267_new_house-0,1231,NEW
1526,268_old_people-1,2112,OLD (AGED)
1527,268_old_people-0,2112,OLD (AGED)
1528,268_old_people-3,2112,OLD (AGED)
1529,268_old_people-2,2112,OLD (AGED)
1530,268_old_people-5,2112,OLD (AGED)
1531,268_old_people-4,2112,OLD (AGED)
1532,268_old_people-7,2112,OLD (AGED)
1533,268_old_people-6,2112,OLD (AGED)
