ID,Name,Description,Nexus_File,Concepticon_ID,Concepticon_Gloss
1,1_sky-1,,data.nex,1732,SKY
2,1_sky-0,,data.nex,1732,SKY
3,1_sky-3,,data.nex,1732,SKY
4,1_sky-2,,data.nex,1732,SKY
5,1_sky-5,,data.nex,1732,SKY
6,1_sky-4,,data.nex,1732,SKY
7,1_sky-7,,data.nex,1732,SKY
8,1_sky-6,,data.nex,1732,SKY
9,1_sky-9,,data.nex,1732,SKY
10,1_sky-8,,data.nex,1732,SKY
11,2_sun-1,,data.nex,1343,SUN
12,2_sun-0,,data.nex,1343,SUN
13,2_sun-3,,data.nex,1343,SUN
14,2_sun-2,,data.nex,1343,SUN
15,2_sun-4,,data.nex,1343,SUN
16,4_star-1,,data.nex,1430,STAR
17,4_star-0,,data.nex,1430,STAR
18,4_star-3,,data.nex,1430,STAR
19,4_star-2,,data.nex,1430,STAR
20,4_star-5,,data.nex,1430,STAR
21,4_star-4,,data.nex,1430,STAR
22,4_star-6,,data.nex,1430,STAR
23,5_cloud-10,,data.nex,1489,CLOUD
24,5_cloud-1,,data.nex,1489,CLOUD
25,5_cloud-0,,data.nex,1489,CLOUD
26,5_cloud-3,,data.nex,1489,CLOUD
27,5_cloud-2,,data.nex,1489,CLOUD
28,5_cloud-5,,data.nex,1489,CLOUD
29,5_cloud-4,,data.nex,1489,CLOUD
30,5_cloud-7,,data.nex,1489,CLOUD
31,5_cloud-6,,data.nex,1489,CLOUD
32,5_cloud-9,,data.nex,1489,CLOUD
33,5_cloud-8,,data.nex,1489,CLOUD
34,6_night-1,,data.nex,1489,CLOUD
35,6_night-0,,data.nex,1233,NIGHT
36,6_night-3,,data.nex,1233,NIGHT
37,6_night-2,,data.nex,1233,NIGHT
38,6_night-5,,data.nex,1233,NIGHT
39,6_night-4,,data.nex,1233,NIGHT
40,6_night-7,,data.nex,1233,NIGHT
41,6_night-6,,data.nex,1233,NIGHT
42,8_morning-10,,data.nex,1339,MORNING
43,8_morning-1,,data.nex,1339,MORNING
44,8_morning-0,,data.nex,1339,MORNING
45,8_morning-3,,data.nex,1339,MORNING
46,8_morning-2,,data.nex,1339,MORNING
47,8_morning-5,,data.nex,1339,MORNING
48,8_morning-4,,data.nex,1339,MORNING
49,8_morning-7,,data.nex,1339,MORNING
50,8_morning-6,,data.nex,1339,MORNING
51,8_morning-9,,data.nex,1339,MORNING
52,8_morning-8,,data.nex,1339,MORNING
53,9_yesterday-1,,data.nex,1174,YESTERDAY
54,9_yesterday-0,,data.nex,1174,YESTERDAY
55,9_yesterday-3,,data.nex,1174,YESTERDAY
56,9_yesterday-2,,data.nex,1174,YESTERDAY
57,9_yesterday-5,,data.nex,1174,YESTERDAY
58,9_yesterday-4,,data.nex,1174,YESTERDAY
59,9_yesterday-7,,data.nex,1174,YESTERDAY
60,9_yesterday-6,,data.nex,1174,YESTERDAY
61,11_tomorrow-11,,data.nex,1329,TOMORROW
62,11_tomorrow-10,,data.nex,1329,TOMORROW
63,11_tomorrow-0,,data.nex,1329,TOMORROW
64,11_tomorrow-3,,data.nex,1329,TOMORROW
65,11_tomorrow-2,,data.nex,1329,TOMORROW
66,11_tomorrow-5,,data.nex,1329,TOMORROW
67,11_tomorrow-4,,data.nex,1329,TOMORROW
68,11_tomorrow-7,,data.nex,1329,TOMORROW
69,11_tomorrow-6,,data.nex,1329,TOMORROW
70,11_tomorrow-9,,data.nex,1329,TOMORROW
71,11_tomorrow-8,,data.nex,1329,TOMORROW
72,14_wind_1-10,,data.nex,960,WIND
73,14_wind_1-1,,data.nex,960,WIND
74,14_wind_1-0,,data.nex,960,WIND
75,14_wind_1-3,,data.nex,960,WIND
76,14_wind_1-2,,data.nex,960,WIND
77,14_wind_1-5,,data.nex,960,WIND
78,14_wind_1-4,,data.nex,960,WIND
79,14_wind_1-7,,data.nex,960,WIND
80,14_wind_1-6,,data.nex,960,WIND
81,14_wind_1-9,,data.nex,960,WIND
82,14_wind_1-8,,data.nex,960,WIND
83,14_wind_2-1,,data.nex,960,WIND
84,14_wind_2-0,,data.nex,960,WIND
85,14_wind_2-3,,data.nex,960,WIND
86,14_wind_2-2,,data.nex,960,WIND
87,14_wind_2-5,,data.nex,960,WIND
88,14_wind_2-4,,data.nex,960,WIND
89,14_wind_2-7,,data.nex,960,WIND
90,14_wind_2-6,,data.nex,960,WIND
91,14_wind_2-9,,data.nex,960,WIND
92,14_wind_2-8,,data.nex,960,WIND
93,15_rain-1,,data.nex,658,RAIN (PRECIPITATION)
94,15_rain-0,,data.nex,658,RAIN (PRECIPITATION)
95,15_rain-3,,data.nex,658,RAIN (PRECIPITATION)
96,15_rain-2,,data.nex,658,RAIN (PRECIPITATION)
97,16_rainbow-11,,data.nex,1733,RAINBOW
98,16_rainbow-10,,data.nex,1733,RAINBOW
99,16_rainbow-1,,data.nex,1733,RAINBOW
100,16_rainbow-0,,data.nex,1733,RAINBOW
101,16_rainbow-3,,data.nex,1733,RAINBOW
102,16_rainbow-2,,data.nex,1733,RAINBOW
103,16_rainbow-5,,data.nex,1733,RAINBOW
104,16_rainbow-4,,data.nex,1733,RAINBOW
105,16_rainbow-7,,data.nex,1733,RAINBOW
106,16_rainbow-6,,data.nex,1733,RAINBOW
107,16_rainbow-9,,data.nex,1733,RAINBOW
108,16_rainbow-8,,data.nex,1733,RAINBOW
109,17_thunder-11,,data.nex,1150,THUNDER
110,17_thunder-10,,data.nex,1150,THUNDER
111,17_thunder-1,,data.nex,1150,THUNDER
112,17_thunder-0,,data.nex,1150,THUNDER
113,17_thunder-3,,data.nex,1150,THUNDER
114,17_thunder-2,,data.nex,1150,THUNDER
115,17_thunder-5,,data.nex,1150,THUNDER
116,17_thunder-4,,data.nex,1150,THUNDER
117,17_thunder-7,,data.nex,1150,THUNDER
118,17_thunder-6,,data.nex,1150,THUNDER
119,17_thunder-9,,data.nex,1150,THUNDER
120,17_thunder-8,,data.nex,1150,THUNDER
121,18_lightning-1,,data.nex,1654,LIGHTNING
122,18_lightning-0,,data.nex,1654,LIGHTNING
123,18_lightning-3,,data.nex,1654,LIGHTNING
124,18_lightning-2,,data.nex,1654,LIGHTNING
125,18_lightning-5,,data.nex,1654,LIGHTNING
126,18_lightning-4,,data.nex,1654,LIGHTNING
127,18_lightning-7,,data.nex,1654,LIGHTNING
128,18_lightning-6,,data.nex,1654,LIGHTNING
129,18_lightning-9,,data.nex,1654,LIGHTNING
130,18_lightning-8,,data.nex,1654,LIGHTNING
131,19_earthquake-1,,data.nex,6,EARTHQUAKE
132,19_earthquake-0,,data.nex,6,EARTHQUAKE
133,19_earthquake-3,,data.nex,6,EARTHQUAKE
134,19_earthquake-2,,data.nex,6,EARTHQUAKE
135,19_earthquake-5,,data.nex,6,EARTHQUAKE
136,19_earthquake-4,,data.nex,6,EARTHQUAKE
137,19_earthquake-7,,data.nex,6,EARTHQUAKE
138,19_earthquake-6,,data.nex,6,EARTHQUAKE
139,19_earthquake-9,,data.nex,6,EARTHQUAKE
140,19_earthquake-8,,data.nex,6,EARTHQUAKE
141,21_mountain-1,,data.nex,639,MOUNTAIN
142,21_mountain-0,,data.nex,639,MOUNTAIN
143,21_mountain-3,,data.nex,639,MOUNTAIN
